0,164,-1,50.32,39.10368
1,164,1,88.96,49.83251
2,164,1,80.16,50.76588
3,167,18,90.66,44.6545
4,172,35,101.06,41.67801
5,174,20,110.44,46.44832
6,174,10,84.12,50.96259
7,193,18,96.36,54.27735
8,202,9,102.02,52.75206
9,203,55,134.36,42.03748
10,203,20,117.66,51.4846
11,204,25,129.98,51.89894
12,203,29,121.34,49.19009
13,205,-1,119.48,55.06405
14,205,19,123.84,52.54954
15,206,37,120.74,52.95501
16,205,21,116.86,55.5795
17,206,38,112.74,54.20251
18,206,11,112,61.15685
19,205,18,114.92,65.08912
20,206,29,122,51.90954
21,205,9,112.42,58.79765
22,206,-12,115.46,57.48746
23,206,0,113.5,55.7506
24,205,20,113.78,61.09281
25,208,27,121.54,54.6539
26,208,11,128.66,55.83426
27,208,16,111.9,55.75813
28,206,16,107.5,51.91349
29,206,20,121.54,54.20562
30,207,11,118.9,58.08864
31,207,23,124.24,57.36081
32,208,6,108.86,60.8835
33,207,11,120.42,54.87589
34,207,17,120.44,63.7458
35,208,21,122.46,57.33523
36,207,20,126.62,55.25899
37,207,3,116.34,57.51856
38,208,3,125.96,64.54609
39,207,0,129.28,56.25764
40,207,20,125.4,53.02225
41,207,12,126.92,58.61121
42,207,17,114.4,58.37807
43,207,10,121.64,52.80332
44,207,8,127.18,53.92131
45,207,11,133.48,53.2264
46,207,10,128.9,57.93764
47,207,21,127.5,58.10241
48,207,20,127.42,51.69491
49,207,12,118.16,53.89337
50,207,23,119.48,52.07543
