0,156,-10,36.18,30.39124
1,159,-4,41.9,41.37499
2,159,-5,66.12,44.49568
3,149,-3,65.64,37.49654
4,154,6,83.64,44.11157
5,178,-1,82.34,41.32148
6,178,4,70.92,41.23244
7,178,-1,76.14,51.70184
8,178,-10,63.9,48.271
9,178,-2,66.06,48.79238
10,178,0,66.16,51.05932
11,178,-2,74.68,44.82072
12,178,-10,76.36,53.41975
13,178,-2,63.46,48.84392
14,178,-1,78.7,47.31226
15,178,-4,75.94,49.0638
16,178,-11,73.06,51.26223
17,178,-9,75.84,56.92709
18,178,-7,74.7,54.62829
19,190,9,77.06,49.38519
20,190,-1,83.42,51.40548
21,190,-4,81.58,52.52013
22,190,-11,73.28,55.20907
23,190,-1,80.62,55.12818
24,190,-3,71.08,51.58637
25,190,-2,74.56,54.91272
26,190,-2,70.5,55.50396
27,190,-2,77.04,51.00822
28,190,-9,71.94,50.99389
29,190,-6,75.72,51.72506
30,190,-1,80.16,52.28399
31,178,-3,86.88,49.14657
32,202,-2,76.12,52.65231
33,202,0,69.82,53.30993
34,202,-10,75.38,52.6011
35,202,-1,81.6,48.42064
36,202,-8,74.96,56.8028
37,202,3,79.5,52.39742
38,202,10,93.92,50.01953
39,202,-11,61.66,52.58616
40,202,1,79.78,50.2682
41,202,-2,68.8,51.28508
42,202,-7,73.24,51.70902
43,202,-1,75.62,52.7177
44,202,-8,70.6,52.14172
45,202,1,80.9,52.41116
46,202,8,84.16,49.21762
47,202,-10,65.58,55.32453
48,202,10,88.86,48.1319
49,202,-9,82.24,51.06841
50,202,-3,72.2,53.92439
