0,162,2,52.48,36.77186
1,163,20,83.24,35.34434
2,173,8,85.84,52.50766
3,200,1,89.26,53.54095
4,200,-1,80.52,60.05571
5,200,3,88.02,63.44304
6,200,18,95.56,64.21998
7,200,10,95.16,61.21449
8,200,9,100.42,66.58561
9,200,9,94.8,64.94798
10,200,11,81.96,65.07933
11,200,10,81.52,62.31958
12,200,10,96.62,65.35837
13,200,8,101.16,69.1498
14,200,1,106,69.05099
15,201,8,97.48,67.45762
16,201,-9,84.26,70.30101
17,202,20,94.98,63.49315
18,203,2,88.94,65.23263
19,203,13,82.08,65.71541
20,204,2,72.72,63.51788
21,204,2,70.28,63.92434
22,204,5,100.2,70.50929
23,204,2,82.66,68.73707
24,205,2,87.52,74.21085
25,205,11,112,57.77958
26,205,-7,110.48,63.3319
27,205,0,106.14,61.03475
28,205,3,97.66,65.70042
29,205,3,114.3,63.30632
30,214,0,117.24,66.6914
31,214,11,106.86,66.83144
32,214,14,127.94,60.11403
33,214,10,118.5,60.25454
34,214,15,112.78,63.23458
35,214,-3,109.2,66.35059
36,214,12,133.56,59.04038
37,215,12,119.06,66.41248
38,216,1,106.08,77.08745
39,216,2,99.36,74.24735
40,216,2,121.38,61.16368
41,218,2,110.3,64.62546
42,218,0,115.92,71.12941
43,218,2,105.24,68.65437
44,218,3,112.68,67.84525
45,218,9,128.06,64.80167
46,218,11,122.86,62.68365
47,218,-7,100.44,73.50488
48,218,3,119.36,67.63246
49,218,2,129.82,63.39737
50,218,1,112.5,73.78191
