0,162,-10,48.26,35.3524
1,163,-10,59.52,38.18965
2,163,14,74.58,38.70044
3,167,21,83.76,39.17987
4,169,21,88.56,42.33209
5,164,11,97.5,42.34064
6,164,0,108.92,45.25432
7,167,11,107.86,50.93172
8,164,11,104.74,48.98359
9,164,20,116.96,43.13651
10,169,21,126.38,36.49104
11,172,27,116.98,42.37098
12,172,21,117.46,47.68992
13,172,12,115.58,54.1849
14,176,-1,128.1,46.8377
15,176,5,125.92,51.10062
16,172,11,119.88,55.25817
17,172,9,118.72,56.73589
18,172,-2,120.2,56.18755
19,176,19,124.44,52.08422
20,172,-2,124.58,55.47868
21,183,10,128.94,53.58933
22,183,12,126.06,53.92825
23,187,21,127.1,54.40855
24,183,20,137.36,50.54098
25,183,22,130.22,49.11346
26,192,22,135.54,53.24592
27,192,30,140.46,45.89911
28,192,19,129.98,57.1624
29,192,10,136.46,54.39751
30,193,13,141.82,52.3254
31,193,12,134.2,56.83942
32,196,30,143.14,53.48533
33,196,8,141.74,54.99702
34,196,29,149.2,49.97119
35,196,19,142.34,57.55783
36,197,15,153.46,52.18475
37,194,10,141.48,58.81437
38,193,19,149.38,57.04065
39,197,13,142.38,61.45662
40,197,31,151.08,53.57642
41,197,20,147.8,59.71365
42,193,19,142.02,61.51276
43,197,32,139.06,64.23656
44,194,19,133.12,53.66624
45,198,13,148.74,63.30934
46,194,12,135.98,55.26427
47,194,20,124.86,63.39433
48,194,32,133.12,57.79745
49,194,12,145.1,52.15257
50,204,13,146.96,54.38491
