0,110,-8,35.6,28.42745
1,125,-7,40.18,30.97075
2,165,-15,54.6,39.77688
3,165,-8,64.16,40.71234
4,165,-9,70.12,43.03377
5,165,0,76.42,40.98833
6,165,1,76.58,45.40929
7,165,7,78.68,47.14719
8,165,7,81.86,48.21452
9,165,11,91.36,48.00157
10,165,-9,91.08,48.33046
11,167,-12,90.66,51.52887
12,167,11,98.72,48.30198
13,167,3,97.66,50.47162
14,187,-12,99.8,50.26331
15,167,-11,88.08,55.27489
16,187,-11,89.82,59.41808
17,179,-1,92.7,58.38022
18,179,-9,90.22,56.14385
19,179,2,92.12,62.19088
20,179,-2,90.22,62.01299
21,179,-7,88.96,62.37049
22,201,-6,100.46,62.13025
23,201,-1,92.84,63.52649
24,201,-1,93.84,64.50189
25,201,-7,103.9,57.99836
26,200,12,108.28,55.77026
27,201,8,105.36,53.95174
28,201,-11,110.5,56.12459
29,200,10,104.7,58.85958
30,200,1,101,60.01133
31,201,-2,95.88,64.7131
32,201,0,107.3,59.30607
33,201,-9,111.28,57.82354
34,201,-9,113.02,56.50893
35,201,-3,89.3,65.9628
36,201,1,108.74,58.11293
37,201,-3,109.22,57.61329
38,201,-11,103.96,62.46534
39,201,-10,103.68,61.34181
40,201,9,109.9,59.73148
41,201,6,108.78,61.04762
42,201,1,95.12,63.47429
43,201,1,98.6,65.2892
44,200,-3,100.28,66.19698
45,201,-11,96.62,69.26641
46,201,8,110.52,64.57716
47,201,6,103,65.64024
48,201,-5,105.62,64.20838
49,201,7,109.08,59.22866
50,201,-12,112.1,61.09509
