0,164,-1,49.54,38.51504
1,164,-1,77.7,46.0961
2,175,7,86.62,52.6638
3,173,10,76.44,55.58099
4,174,10,90.82,50.97085
5,174,1,88.24,51.35428
6,174,11,103.2,46.732
7,175,12,92.34,50.07299
8,176,13,91.02,55.11497
9,176,13,84.74,50.30499
10,176,22,93.58,48.02295
11,187,11,92.84,54.08044
12,188,33,109.8,47.75605
13,188,21,111.24,59.82995
14,188,4,99.08,54.8397
15,188,21,109.66,53.41895
16,188,14,113.08,54.61203
17,188,11,113.22,54.58838
18,188,23,103.28,48.12901
19,188,24,110.32,46.90008
20,188,13,109.26,57.42258
21,188,12,105.18,53.3163
22,188,9,103.56,51.53335
23,188,19,113.2,54.27118
24,188,20,102.76,50.97276
25,188,2,110.8,54.46613
26,188,13,109.7,52.99746
27,188,12,108.5,54.29779
28,188,14,110.46,54.30772
29,190,12,94.72,67.7652
30,190,12,102.88,58.13317
31,189,3,85.3,61.68898
32,190,-6,92.26,63.09098
33,190,-5,93.38,58.49886
34,190,3,87.52,60.93184
35,190,-10,93.26,58.75298
36,190,5,106.62,62.31626
37,190,11,87.2,61.82459
38,190,12,90.24,63.5659
39,190,2,94,62.54182
40,190,13,86.94,55.42614
41,190,13,100.86,65.48741
42,190,4,95.58,57.76992
43,191,3,104.8,65.59055
44,191,24,116.32,51.06875
45,190,-4,103.7,58.24371
46,191,15,108.3,59.0709
47,191,12,112.52,53.97304
48,191,5,96.42,57.97141
49,191,12,113.62,51.55691
50,191,1,104,53.91326
