0,158,-14,39.74,37.10946
1,121,-7,37.9,32.87203
2,175,-3,83.7,50.83906
3,174,-2,78.18,53.31554
4,169,0,69.86,58.85542
5,180,32,111,40.84605
6,181,17,95.52,50.3159
7,189,14,95.48,50.04767
8,190,6,100.18,48.17206
9,190,21,109.16,52.70953
10,189,40,109.8,39.96899
11,188,37,115.66,41.872
12,198,7,124.24,47.97647
13,198,11,103.74,55.86227
14,199,0,112.98,51.10597
15,187,30,114.44,41.73016
16,199,24,111.32,46.56498
17,182,20,122.64,44.8231
18,187,14,124.08,42.84803
19,198,11,133.46,47.34774
20,205,22,130.3,50.99892
21,204,2,104.26,59.95792
22,207,-10,97.12,60.59295
23,210,9,125.5,56.0975
24,211,7,130.18,55.10669
25,211,17,113.14,57.15208
26,221,8,114.1,62.90031
27,221,46,140.14,48.37231
28,221,37,127.64,54.91039
29,221,7,143.32,52.24498
30,222,10,131.38,50.27878
31,212,17,138.76,42.57631
32,205,23,131.94,51.0327
33,204,24,115.76,47.61619
34,205,37,123.1,46.55288
35,215,7,124.1,55.06332
36,215,8,121.62,50.35271
37,213,16,117.68,56.20051
38,213,36,136.46,52.62365
39,223,11,125.34,54.34137
40,222,36,133.94,52.87094
41,223,20,131.16,48.29756
42,224,22,132.94,49.96054
43,222,50,138.8,46.71873
44,188,13,112.44,43.54683
45,191,32,102.4,35.39661
46,191,26,110.36,49.66518
47,201,22,130.3,43.72836
48,201,6,106.28,54.73976
49,191,11,106.12,47.92854
50,199,-3,95.9,57.27207
