0,144,-15,46.4,39.28257
1,157,27,115.78,35.56194
2,157,27,142.28,29.41091
3,158,73,147.54,22.2092
4,159,41,142.5,31.43072
5,160,32,148.26,28.68018
6,169,20,144.86,32.73775
7,170,20,149.78,34.68215
8,189,78,155.96,28.07843
9,190,21,171.98,36.91097
10,191,12,167.78,45.63783
11,193,22,177.88,36.36957
12,193,78,178.8,32.92901
13,94,23,72.28,17.21632
14,194,14,110.84,48.08508
15,193,14,80.4,30.57842
16,193,44,158.62,48.68055
17,194,23,177.94,43.19001
18,194,25,181.38,35.50881
19,194,26,136.98,56.37464
20,195,5,181.84,35.80523
21,196,16,181.92,37.1628
22,195,26,179.08,39.76523
23,196,15,181.06,40.96994
24,205,16,168.1,54.6627
25,197,50,178.52,37.82076
26,197,76,178.96,37.86183
27,197,16,174.88,45.34827
28,207,17,176.92,44.19721
29,208,17,180.06,49.79534
30,208,6,192.76,41.76772
31,106,5,75.52,17.27454
32,106,15,90.04,22.08163
33,130,15,101.4,15.6627
34,169,14,115.96,24.72404
35,187,15,148.76,34.64596
36,189,15,164.6,42.18626
37,190,15,172.1,41.61118
38,191,6,168.62,53.60481
39,191,-4,172.96,48.38511
40,192,6,167.9,49.86632
41,193,16,180.94,32.82341
42,193,-3,176.76,41.5969
43,193,7,168.58,54.87662
44,193,7,168.68,51.73565
45,192,7,166.96,52.33239
46,192,-4,166.66,54.38257
47,192,8,173.8,44.84016
48,162,-4,116.2,42.13549
49,192,7,143.36,52.8949
50,193,-3,160.66,57.59361
