0,116,-9,41.6,32.79818
1,129,1,59.22,32.40018
2,172,2,75.16,40.75702
3,182,-12,76.68,44.41416
4,186,0,83.34,47.79523
5,174,-13,80.08,55.12743
6,186,-11,77.88,60.56588
7,186,6,96.32,54.49934
8,174,8,93.52,49.61864
9,190,-2,84.96,61.98579
10,174,19,104.46,49.18667
11,190,-1,61.2,55.38954
12,190,10,98.54,49.0009
13,190,6,101.76,53.13739
14,190,8,106.66,52.41893
15,190,7,100.22,54.70001
16,190,-2,110.86,56.78099
17,190,7,104.04,61.34426
18,190,7,93.2,62.88561
19,190,-4,99.06,58.5209
20,190,9,103.2,58.11266
21,190,15,108.02,56.24855
22,190,-1,105.38,60.45293
23,190,10,104.72,58.87615
24,190,-2,106.1,60.31293
25,190,-3,104.86,62.71268
26,190,-13,102.42,61.4391
27,190,-9,108.88,57.47509
28,190,-1,105.26,57.13941
29,190,14,107.74,59.66735
30,190,7,116.46,54.89853
31,190,17,106.78,59.89834
32,190,7,101.94,58.94418
33,190,7,106.3,61.5078
34,190,16,110.62,56.28069
35,190,-1,96.78,64.92127
36,190,0,105.14,59.84313
37,190,-1,97.5,62.33177
38,190,1,113.42,58.75954
39,190,18,108.86,56.79366
40,190,-3,103.4,64.45928
41,190,10,101.88,60.34389
42,192,6,98.66,63.66306
43,192,-9,99.84,64.44512
44,192,-2,98.46,59.93103
45,192,0,97.06,55.70473
46,192,-10,93.48,58.91256
47,192,-1,95.64,64.92912
48,192,0,94.02,62.53592
49,192,-10,108.32,56.06797
50,192,-11,102.48,60.55088
